差值
31.200000000000728
78.80000000000109
80.00000000000364
94.49999999999636
98.89999999999782
123.96000000000276
128.79999999999927
194.60000000000218
247.40999999999804
297.8099999999995
302.1489999999976
320.4539999999979
323.6870000000017
554.7799999999988
577.4300000000003
820.3100000000013
1361.8700000000008
1493.5599999999977
1605.539999999999
1617.7240000000002
2000.5
5813.35
13264.280000000002
27516.18
